title,country,date_added,platform,startYear,averageRating,numVotes,media,Action,Comedy,Drama,Horror,Romance,Sci.Fi,Thriller,budget,revenue
Wildling,United States,"April 1, 2020",netflix,2018,5.5,13862,Movie,0,0,1,1,0,0,0,8097034.633805712,12663243.984301776
The Hard Way,United States,"March 5, 2019",netflix,2019,4.8,3338,Movie,1,0,0,0,0,0,0,11155139.36904336,35611050.71161701
Smoke & Mirrors,Spain,"June 1, 2017",netflix,2016,6.6,11,Movie,0,0,0,1,0,0,0,5377082.152265428,16220570.804186435
Left Behind,United States,"December 26, 2018",netflix,2014,3.1,40089,Movie,1,0,0,0,0,1,0,16000000,19682924
PhotoCopy,India,"September 10, 2020",netflix,2016,6.5,60,Movie,0,0,0,0,1,0,0,6635504.474677202,12020438.084141884
Life After Beth,United States,"July 21, 2018",netflix,2014,5.6,21591,Movie,0,1,0,1,0,0,0,2400000,88273
Jab We Met,India,"September 28, 2020",netflix,2007,7.9,53326,Movie,0,1,1,0,1,0,0,2300000,4600000
Abzurdah,Argentina,"August 25, 2016",netflix,2015,5.4,2065,Movie,0,0,1,0,1,0,0,7398895.104189139,12542022.074807927
Hostages,NA,"January 29, 2018",netflix,2017,6.1,1950,Movie,0,0,1,0,0,0,0,9324479.35019939,9205842.316119814
Five Feet Apart,United States,"August 1, 2021",netflix,2019,7.2,66513,Movie,0,0,1,0,1,0,0,9973063.582235076,19784502.8324467
1 Chance 2 Dance,United States,"July 1, 2017",netflix,2014,4.6,580,Movie,0,0,1,0,0,0,0,9004449.98801411,20584560.1262518
Mutiny on the Bounty,United States,"November 1, 2019",netflix,1962,7.2,16522,Movie,0,0,1,0,0,0,0,19000000,13680000
The End of the Tour,United States,"July 26, 2018",netflix,2015,7.2,30917,Movie,0,0,1,0,0,0,0,13141001.334967963,3002884
Catching the Sun,China,"April 22, 2016",netflix,2015,6.6,586,Movie,0,0,1,0,0,0,0,5550021.024870868,6671919.893095931
No Good Nick,United States,"August 5, 2019",netflix,2019,6,3053,TV Show,0,1,1,0,0,0,0,NA,NA
Motichoor Chaknachoor,India,"January 20, 2020",netflix,2019,5.8,2930,Movie,0,1,0,0,1,0,0,10032181.695752382,16613064.962065177
Brené Brown: The Call to Courage,NA,"April 19, 2019",netflix,2019,7.7,1606,Movie,0,0,1,0,0,0,0,3948647.714661642,15092243.067537917
Reckoning,Australia,"May 1, 2020",netflix,2019,6.6,4774,TV Show,0,0,0,0,0,0,1,NA,NA
The Iron Lady,United Kingdom,"July 7, 2019",netflix,2011,6.4,109683,Movie,0,0,1,0,0,0,0,13000000,114956699
Daddy Day Care,United States,"January 1, 2019",netflix,2003,5.6,69030,Movie,0,1,0,0,0,0,0,60000000,164433867
Tune in for Love,South Korea,"November 5, 2019",netflix,2019,7.1,4357,Movie,0,0,1,0,1,0,0,7082613.601801699,10699347.9261624
Dügün Dernek 2: Sünnet,Turkey,"April 23, 2021",netflix,2015,6.3,10519,Movie,0,1,0,0,0,0,0,9236875.348179415,9681844.18000951
Stateless,Australia,"July 8, 2020",netflix,2020,7.5,9561,TV Show,0,0,1,0,0,0,0,NA,NA
Another Life,United States,"July 25, 2019",netflix,2019,5.2,35925,TV Show,0,0,1,0,0,0,0,NA,NA
Best Lover,South Korea,"February 23, 2018",netflix,2016,6.8,85,TV Show,0,0,1,0,1,0,0,NA,NA
Mirage,Spain,"March 22, 2019",netflix,2018,8.5,71,Movie,0,0,0,0,1,0,0,13439865.842454381,46583523.97150007
The Founder,United States,"August 21, 2020",netflix,2016,7.2,150664,Movie,0,0,1,0,0,0,0,25000000,23964782
Spider-Man 3,United States,"November 1, 2019",netflix,2007,6.3,586993,Movie,1,0,0,0,0,1,0,258000000,890871626
Çok Filim Hareketler Bunlar,Turkey,"March 10, 2017",netflix,2010,4.4,4889,Movie,0,1,0,0,0,0,0,11079010.986174867,16848897.476957917
The Witch,United Kingdom,"September 17, 2018",netflix,2015,6.9,257689,Movie,0,0,1,1,0,0,0,3500000,40423945
A.M.I.,Canada,"October 1, 2020",netflix,2019,3.9,1887,Movie,0,0,0,1,0,0,1,9864913.088291185,19149823.94004636
Ghanchakkar,India,"November 1, 2018",netflix,2013,5.9,5097,Movie,0,1,0,0,0,0,1,8172670.383060783,12304290.996699072
The Sound of Your Heart,South Korea,"February 24, 2017",netflix,2016,8.2,1172,TV Show,0,1,0,0,0,0,0,NA,NA
At Eternity's Gate,Ireland,"March 31, 2021",netflix,2018,6.9,35303,Movie,0,0,1,0,0,0,0,25696839.22135307,32522454.036901377
6 Days,New Zealand,"February 8, 2018",netflix,2017,6.2,22207,Movie,1,0,1,0,0,0,0,28903806.350155324,36737760.48578522
Puppy Star Christmas,United States,"November 20, 2018",netflix,2018,3.7,256,Movie,0,1,0,0,0,0,0,19267994.537145395,42240132.34873655
The Upshaws,United States,"May 12, 2021",netflix,2021,6.9,2788,TV Show,0,1,0,0,0,0,0,NA,NA
Demon's Path,NA,"December 22, 2018",netflix,2018,3.2,64,TV Show,0,0,0,1,0,0,0,NA,NA
Chauthi Koot,India,"February 1, 2017",netflix,2015,6.6,272,Movie,0,0,1,0,0,0,0,7861087.44535117,7212076.1906714775
A Sort of Family,Argentina,"April 1, 2018",netflix,2017,6.3,722,Movie,0,0,1,0,0,0,1,6489407.5010722345,8607354.948462315
Juanita,United States,"March 8, 2019",netflix,2019,6,2409,Movie,0,0,1,0,0,0,0,8679419.885220695,5789783.5706513515
Three Words to Forever,Philippines,"November 19, 2020",netflix,2018,6.8,116,Movie,0,1,1,0,0,0,0,10294418.998716298,29337146.65469209
Tellur Aliens,United States,"December 1, 2016",netflix,2016,4.4,96,Movie,0,1,0,0,0,0,0,34762113.02739674,93293929.35715245
The Midnight Gospel,United States,"April 20, 2020",netflix,2020,8.2,19143,TV Show,0,1,0,0,0,0,0,NA,NA
Someone Has to Die,Mexico,"October 16, 2020",netflix,2020,6.3,4961,TV Show,0,0,1,0,0,0,1,NA,NA
Miracle in Cell No. 7,Turkey,"March 13, 2020",netflix,2019,7.5,1953,Movie,0,0,1,0,0,0,0,6167791.5389191,14913448.042251922
P Se PM Tak,India,"August 1, 2018",netflix,2015,3.7,91,Movie,0,1,1,0,0,0,0,7735143.538851377,20900583.481372427
Zindagi Gulzar Hai,Pakistan,"December 15, 2016",netflix,2012,8.9,3656,TV Show,0,0,0,0,1,0,0,NA,NA
Rebelde,Mexico,"December 31, 2017",netflix,2004,6.8,5757,TV Show,0,1,1,0,0,0,0,NA,NA
Alelí,Uruguay,"April 16, 2020",netflix,2019,6.3,383,Movie,0,1,1,0,0,0,0,7066965.683481981,8530734.679497948
Rainbow Jelly,India,"April 15, 2019",netflix,2018,6.9,137,Movie,0,0,1,0,0,0,0,6238517.453197408,6888887.74637087
Furie,Vietnam,"September 25, 2019",netflix,2019,5.7,2839,Movie,0,0,1,1,0,0,1,8184379.9227021905,12555607.165337177
Movie 43,United States,"April 9, 2019",netflix,2013,4.3,106150,Movie,0,1,0,0,0,0,0,6000000,32438988
Kuldip Patwal: I Didn't Do It!,India,"December 31, 2019",netflix,2017,6.4,661,Movie,0,0,1,0,0,0,0,9757782.628139792,12013668.322525773
The Human Comedy,NA,NA,prime,2017,4.3,233,Movie,0,0,1,0,1,0,0,11569704.00011579,14210220.12167075
Grease Live!,United States,"March 30, 2021",prime,2016,7.3,9525,Movie,0,1,0,0,1,0,0,11122888.090149514,32938050.048756637
Delightfully Dangerous,NA,NA,prime,1945,6,294,Movie,0,1,0,0,1,0,0,10242655.506699158,57766827.85430904
Quarantine 2: Terminal,NA,NA,prime,2011,5.2,19886,Movie,0,0,0,1,0,1,1,4000000,23911813.95862425
The Charnel House,United States,NA,prime,2016,4.3,1311,Movie,0,0,0,1,0,0,1,9727065.233602336,22699327.83948659
The Dream Motel,NA,NA,prime,2019,6.9,61,TV Show,0,0,1,0,0,0,0,NA,NA
Transit,United States,NA,prime,2012,5.7,11331,Movie,1,0,0,0,0,0,1,5000000,27703838.999127425
The Intervention,NA,NA,prime,2016,6,6364,Movie,0,1,1,0,0,0,0,6443027.320480731,8439081.817958655
Dilwale Dulhania Le Jayenge,India,NA,prime,1995,8,69768,Movie,0,0,1,0,1,0,0,13200000,100000000
The Bigamist,NA,NA,prime,1953,6.8,3966,Movie,0,0,1,0,0,0,0,5189827.915027467,20478853.811620604
Aaina,India,NA,prime,1993,6.2,651,Movie,0,0,1,0,1,0,0,8475710.472541437,12636412.660179302
Seven,NA,NA,prime,2017,9,31,Movie,0,0,0,0,0,0,1,22234724.517801665,111295149.38970415
Almost Famous,NA,NA,prime,2000,7.9,275983,Movie,0,1,1,0,0,0,0,60000000,47383689
Gold Digger,NA,NA,prime,2016,5.5,498,Movie,0,1,0,0,0,0,0,7361068.079015127,9962878.457466025
Emotional Fool,NA,NA,prime,2021,5.8,152,Movie,0,0,1,0,1,0,1,8267454.087100681,8588271.757104961
Underdogs,Argentina,NA,prime,2013,5.8,1045,Movie,0,0,1,0,0,0,0,8921992.671718258,28592986.036889
The Donkey King,NA,NA,prime,2020,5,234,Movie,0,1,0,0,0,0,0,34113526.716617614,91424270.03870027
Entertainment,NA,NA,prime,2015,5.7,3066,Movie,0,0,1,0,0,0,0,7979509.90686317,3890036.071794912
Mars Needs Women,NA,NA,prime,1968,3.2,1039,Movie,0,0,0,0,0,1,0,9625176.826585706,23070085.032576066
The Farmer and the Belle: Saving Santaland,NA,NA,prime,2020,5.9,550,Movie,0,1,0,0,1,0,0,18596806.83378137,43847271.57333409
Burma,NA,NA,prime,2014,6.4,245,Movie,0,1,0,0,0,0,0,7754258.793699576,11903490.078438856
Todo Incluido,NA,NA,prime,2015,4.3,46,Movie,0,1,0,0,0,0,0,7533830.362911784,15138761.633527301
Chor Machaye Shor,NA,NA,prime,2021,7.2,6,Movie,1,1,0,0,0,0,0,35716243.47348242,110646115.97343451
Enakku Vaaitha Adimaigal,NA,NA,prime,2017,5.8,239,Movie,0,1,1,0,0,0,0,7483619.171824047,9337116.3093955
The Last Photograph,NA,NA,prime,2017,5.7,216,Movie,0,0,1,0,0,0,0,7507933.088861823,5788795.0014003115
Madame Behave,NA,NA,prime,1925,6.6,31,Movie,0,1,0,0,1,0,0,10369901.19481012,49419986.16874039
The Liberation of L.B. Jones,NA,NA,prime,1970,6.8,935,Movie,0,0,1,0,1,0,0,5986656.718552827,27470977.10316817
The Exorcism in Amarillo,NA,NA,prime,2020,3.7,117,Movie,0,0,0,1,0,0,0,8101489.491308626,18360490.753945608
Savage Island,NA,NA,prime,2004,4.1,355,Movie,0,0,0,1,0,0,1,10319713.988890788,21520530.787444063
Comicstaan Semma Comedy Pa,India,NA,prime,2020,6.9,162,TV Show,0,1,0,0,0,0,0,NA,NA
The Unborn,NA,NA,prime,2009,4.7,51690,Movie,0,0,0,1,0,0,1,16000000,76514050
See You Soon,NA,NA,prime,2019,5.4,910,Movie,0,0,1,0,1,0,0,7997868.907383102,5976362.77323887
Complete Unknown,NA,NA,prime,2016,5.3,6224,Movie,0,0,1,0,0,0,0,9247925.474288393,187145
The American West,NA,NA,prime,2016,7.3,1632,TV Show,0,0,1,0,0,0,0,NA,NA
Broken Armor,NA,NA,prime,2021,4.9,30,Movie,0,0,1,0,0,0,1,8863599.032796724,21428080.463939827
A Dot and a Line,NA,NA,prime,2004,6.6,554,Movie,1,0,1,0,0,0,0,8919342.097815441,17852862.00479145
Cold Enough for Snow,NA,NA,prime,1997,7.4,66,Movie,0,1,1,0,0,0,0,5953179.4863645015,16287036.666646691
Monstrosity,NA,NA,prime,1963,2.9,2793,Movie,0,0,0,1,0,1,0,8052333.947759508,31079323.587814245
The Romantics,NA,NA,prime,2010,5,12241,Movie,0,1,1,0,1,0,0,4500000,123820
The Immortals,NA,NA,prime,2021,4,12,Movie,1,0,0,0,0,0,0,11329687.777728815,36829484.88754022
Budget Padmanabhan,NA,NA,prime,2000,6.4,71,Movie,0,0,1,0,0,0,0,6803668.408164456,8125928.025989503
Breaking Wind,NA,NA,prime,2012,2.3,4833,Movie,0,1,0,0,0,0,0,10886246.229130499,24367775.728992138
The Host,NA,NA,prime,2020,4.9,853,Movie,0,0,0,1,0,0,0,9026283.890654394,26359606.842963047
Unhinged,NA,NA,prime,2020,6,68469,Movie,1,0,0,0,0,0,1,27341607.558084976,54331754.081982516
Bank Alarm,NA,NA,prime,1937,5.3,292,Movie,0,0,1,0,1,0,0,8876682.764987478,31912795.416394413
Hide Away,NA,NA,prime,2011,5.7,1034,Movie,0,0,1,0,0,0,0,6215230.767611164,30655
Permanent Midnight,United States,NA,prime,1998,6.2,7587,Movie,0,0,1,0,1,0,0,13259433.72607971,21017175.706768956
Eagle Eye,NA,NA,prime,2008,6.6,187511,Movie,1,0,0,0,0,0,1,80000000,178066569
Vetrivel,NA,NA,prime,2016,6.1,342,Movie,0,0,1,0,0,0,0,5684171.332464797,4705952.655319836
ATF,NA,NA,prime,1999,4.9,282,Movie,1,0,1,0,0,0,0,11434806.299263576,15642893.7272602
Raising the Bar,Australia,NA,prime,2016,5.5,1589,Movie,0,0,1,0,0,0,0,600000,30584128.65121473
The Kids Are All Right,NA,NA,prime,2010,7,130941,Movie,0,1,1,0,1,0,0,3500000,34705850
Interlude,NA,NA,prime,2016,6.3,84,Movie,0,1,0,0,0,0,0,7644010.756053497,11215291.528189601
An Artist of the Floating World,NA,NA,prime,2019,5.2,30,Movie,0,0,1,0,0,0,0,6883428.980827406,6505817.838401047
The Hound of the Baskervilles,NA,NA,prime,2002,6.5,2471,Movie,0,0,1,1,0,0,0,13404348.5182792,35797848.87274367
Deadly Vows,NA,NA,prime,1994,6,330,Movie,0,0,1,0,0,0,0,9095200.862438897,13027627.1738866
Double Daddy,NA,NA,prime,2015,5.8,1181,Movie,0,0,1,0,1,0,1,7215927.165694975,7749655.652506077
Slappy and the Stinkers,NA,NA,prime,1998,5,1276,Movie,0,1,0,0,0,0,0,20078081.1638129,37733120.51765521
Finding You,NA,NA,prime,2021,5.9,21,TV Show,0,0,1,0,1,0,0,NA,NA
Shubh Mangal Zyada Saavdhan,India,NA,prime,2020,5.8,9722,Movie,0,1,0,0,1,0,0,12446122.31011957,18774901.268833518
Mere Dad Ki Maruti,India,NA,prime,2013,6.4,4817,Movie,0,1,1,0,1,0,0,5778634.002752487,11280771.73283121
Tumbbad,India,NA,prime,2018,8.2,46198,Movie,0,0,1,1,0,0,0,11886939.251026133,35634032.73602949
Blonde Comet,NA,NA,prime,1941,5.1,107,Movie,1,0,1,0,1,0,0,11642755.480262378,38908914.729231015
Abhinetri,India,NA,prime,2016,6,337,Movie,0,1,0,1,0,0,0,5257804.817457112,11788265.596974835
Gamera: The Giant Monster,NA,NA,prime,1965,5.1,3382,Movie,1,0,0,1,0,1,0,14390386.217026774,38206599.98319788
Twilight's Last Gleaming,NA,NA,prime,1977,6.7,3431,Movie,0,0,1,0,0,0,1,7169963.298242855,19144219.119290195
Hara Hara Mahadevaki,NA,NA,prime,2017,5.2,527,Movie,0,1,0,0,1,0,0,8487180.382342268,15468291.897583153
Sharing the Secret,United States,NA,prime,2000,6.3,997,Movie,0,0,1,0,0,0,0,6841436.381291782,8172734.311814292
Paper Dragons,NA,NA,prime,2021,3.9,78,Movie,0,0,1,0,0,0,1,8660136.729852654,18877944.6662358
Next Door,NA,NA,prime,1994,5.7,723,Movie,0,1,1,0,0,0,0,11072616.208657555,16551396.307187662
Coming 2 America,NA,NA,prime,2021,5.3,69902,Movie,0,1,0,0,0,0,0,25587327.43654442,46220311.857405156
Bala,NA,NA,prime,2002,3.7,33,Movie,1,0,1,0,0,0,0,10295674.061023219,23188428.05117666
Jana,NA,NA,prime,2004,3.2,635,Movie,1,0,1,0,0,0,0,9964533.932737544,23947471.717980348
Clay,NA,NA,prime,2008,5.6,209,Movie,0,0,1,0,0,0,0,5339375.428231207,7663199.027862422
Choosi Choodangaane,NA,NA,prime,2020,6.3,157,Movie,0,0,0,0,1,0,0,7480089.478858123,14820300.348545505
The Negotiator,NA,NA,prime,1994,7,36,Movie,0,0,1,0,0,0,0,7347360.189345763,13352969.930498539
Hum Tum,NA,NA,prime,2004,7,14403,Movie,0,1,1,0,1,0,0,8309410.020692614,18262596.164474398
The Dancing Detective Dekadance,NA,NA,prime,2016,7.5,13,TV Show,0,1,0,0,0,0,0,NA,NA
Diana: Her True Story,NA,NA,prime,1993,4.8,218,Movie,0,0,1,0,0,0,0,13348533.237118736,21991349.606783368
Moon Point,NA,NA,prime,2011,5.3,147,Movie,0,1,0,0,0,0,0,8388396.90425005,15299685.335749222
Santa Jaws,NA,NA,prime,2018,3.9,1170,Movie,1,1,0,0,0,0,0,27399213.55788182,86738722.03038155
From Other Worlds,NA,NA,prime,2004,5,224,Movie,0,1,0,0,0,1,0,15856655.453706674,27603719.398004867
The Trump Prophecy,NA,NA,prime,2018,1.6,2464,Movie,0,0,1,0,0,0,0,9057662.967695327,19005965.417321924
Walled In,NA,NA,prime,2009,4.7,6102,Movie,0,0,0,1,0,0,1,10000000,20687778.610265072
Games of Desire,NA,NA,prime,1964,5.4,59,Movie,0,0,1,0,0,0,0,6184958.652831716,16597744.42465178
Plug Love,NA,NA,prime,2017,6.2,526,Movie,0,0,1,0,0,0,0,7496593.391394906,5723707.215141236
The Great Passage,NA,NA,prime,2016,7.4,445,TV Show,0,0,1,0,1,0,0,NA,NA
Bad Match,Singapore,NA,prime,2017,5.6,4451,Movie,0,0,0,1,0,0,1,8905980.780150494,21956747.0044836
Angel of Death,NA,NA,prime,1990,5.2,193,Movie,0,0,0,0,0,0,1,10406841.122963812,21309341.744431578
Fairhaven,NA,NA,prime,2012,5.1,587,Movie,0,1,1,0,0,0,0,6835011.359469739,12435189.746775407
Rotters,NA,NA,prime,2015,6.3,30,Movie,0,1,0,0,0,0,0,6714134.883554913,10462811.28020473
Cherry Pop,United States,NA,prime,2017,4.5,1519,Movie,0,1,0,0,0,0,0,10285515.930440132,24850630.518802166
Killer Among Us,NA,NA,prime,2021,4.8,414,Movie,0,0,0,1,0,0,1,7644622.471129003,14561524.05867936
The Giant,Spain,NA,prime,2016,6.5,1136,Movie,0,0,1,0,0,0,0,9961372.630381346,19824521.58139441
Reaching for the Moon,NA,NA,prime,1930,5.5,440,Movie,0,1,0,0,1,0,0,12241343.31089332,49263167.30626676
One More Saturday Night,NA,NA,prime,1986,5.6,309,Movie,0,1,0,0,0,0,0,8524461.390339622,19761435.751912408
Saving Mr. Wu,NA,NA,prime,2015,6.6,2445,Movie,1,0,1,0,0,0,0,8584462.746538492,17662339.64445525
Ape vs. Monster,United States,NA,prime,2021,2.2,707,Movie,1,0,0,0,0,1,0,34354585.84766463,99579716.05561389
Ghawre Bairey Aaj,India,NA,prime,2019,6.3,363,Movie,0,0,1,0,0,0,0,7445838.475186472,5894598.888504578
The World Is Not Enough,United Kingdom,NA,prime,1999,6.4,201183,Movie,1,0,0,0,0,0,1,135000000,361832400
Kanna Laddu Thinna Aasaiya,NA,NA,prime,2013,5.4,753,Movie,0,1,0,0,0,0,0,6595502.092559215,13425914.98071372
Hyde,NA,NA,prime,2021,4.1,258,Movie,0,0,0,0,0,0,1,8619072.580761101,17778423.165593266
Night Tide,NA,NA,prime,1961,6.4,3440,Movie,0,0,1,1,1,0,0,5092255.14557556,24253977.405788418
A Spark in Nothing,NA,NA,prime,2021,4.5,43,Movie,0,0,1,0,1,0,0,8381669.944311404,11002109.433463397
The Survivors,NA,NA,prime,1983,5.8,5347,Movie,0,1,1,0,0,0,0,9258121.235340044,15217649.608019387
KILLING BITES,NA,NA,prime,2018,6.2,533,TV Show,1,0,0,0,0,1,0,NA,NA
The Ballad of Billy McCrae,NA,NA,prime,2021,5.2,112,Movie,0,0,0,0,0,0,1,6982465.526726468,13720313.825614119
"Big Mommas: Like Father, Like Son",United States,NA,prime,2011,4.4,27765,Movie,1,1,0,0,0,0,0,32000000,83615414
Boys' Reformatory,NA,NA,prime,1939,5.4,82,Movie,0,0,1,0,0,0,0,6922000.800231482,34232962.47744342
The Long Island Incident,NA,NA,prime,1998,6.2,225,Movie,0,0,1,0,0,0,0,6594499.077938712,8754576.474412099
Thallana,NA,NA,prime,2013,6.9,35,Movie,0,0,1,0,0,0,0,4138963.3306525433,6614651.369157781
Beauty Factory,NA,NA,prime,2013,7.8,25,Movie,0,0,1,0,0,0,0,2595212.8563361927,8193268.294810734
Binhi,NA,NA,prime,2015,4.7,28,Movie,0,0,0,1,0,0,0,5754314.284319224,11801104.362279179
Jezebel's Kiss,NA,NA,prime,1990,4.3,267,Movie,0,0,1,0,0,0,1,11450862.449431766,24239143.5969512
Critical Condition,NA,NA,prime,1987,5.3,3597,Movie,0,1,0,0,0,0,0,14000000,22066605.147031315
Winners Tape All: The Henderson Brothers Story,NA,NA,prime,2016,6.8,65,Movie,0,1,0,1,0,0,0,5204603.221296546,14514050.236082396
Cover Versions,NA,NA,prime,2018,5.4,713,Movie,0,0,0,0,0,0,1,9787238.146692004,18647762.74132706
No Exit,NA,NA,prime,2021,6.7,19,Movie,0,0,1,0,0,0,0,6801174.57154767,7074754.391182055
Brigham City,NA,NA,prime,2001,6.7,1552,Movie,0,0,1,0,0,0,0,1000000,852206
Tales from the Loop,United States,NA,prime,2020,7.4,19246,TV Show,0,0,1,0,0,1,0,NA,NA
Sherni,NA,NA,prime,2021,6.8,11185,Movie,1,0,1,0,0,0,0,22263335.618254233,54880656.70002274
Final Stop,NA,NA,prime,2021,4.6,118,Movie,0,0,0,0,0,0,1,7526894.924498999,15635696.744769732
All Over Town,NA,NA,prime,1937,5.1,179,Movie,0,1,0,0,0,0,0,9976226.817424478,47842113.75284415
Patriot Games,United States,NA,prime,1992,6.8,112669,Movie,1,0,0,0,0,0,1,45000000,178051587
Narappa,NA,NA,prime,2021,7.9,3979,Movie,1,0,1,0,0,0,0,13391158.06303874,43910907.57999359
Blind Ghost,NA,NA,prime,2021,2.6,79,Movie,0,0,0,1,0,0,1,9445425.865928596,21767214.81315685
Chicken People,United States,NA,prime,2016,7,840,Movie,0,1,0,0,0,0,0,8180558.42112853,28859031.86405071
Nagina,NA,NA,prime,1986,6.4,1057,Movie,0,0,0,0,1,0,0,6895265.415805509,20708899.230409972
The Dog Who Saved Christmas,NA,NA,prime,2009,4.4,855,Movie,0,1,0,0,0,0,0,66494728.64376291,154563158.2446227
The City of Lost Children,NA,NA,prime,1995,7.5,68833,Movie,0,0,1,0,0,1,0,18000000,1738611
Gogoler Kirti,NA,NA,prime,2014,6.1,18,Movie,0,0,0,0,0,0,1,6474466.988355932,10334842.067387154
Two Cents From a Pariah,NA,NA,prime,2021,5.5,115,Movie,0,0,1,0,0,0,1,7418008.653080667,9125104.956148673
Invincible,United States,NA,prime,2021,8.7,132549,TV Show,1,0,0,0,0,0,0,NA,NA
Murder with Music,NA,NA,prime,1941,3.9,93,Movie,0,1,1,0,0,0,0,8462259.771059342,40021573.47861004
Lost in Hong Kong,NA,NA,prime,2015,5.4,1706,Movie,1,1,0,0,0,0,0,28707105.139455598,62949676.56400287
From There to Here,NA,NA,prime,2014,7.1,554,TV Show,0,0,1,0,0,0,0,NA,NA
Brothers,India,NA,prime,2015,6.4,13186,Movie,1,0,1,0,0,0,0,17176857.53887771,35454852.17394897
Dead Man Running,NA,NA,prime,2009,5.9,4307,Movie,1,0,1,0,0,0,0,5000000,16148223.968741823
Parents,Canada,NA,prime,1989,6.1,7779,Movie,0,1,0,1,0,0,0,6356615.219703467,23820033.375928532
Ashani Sanket,NA,NA,prime,1973,8,1562,Movie,0,0,1,0,0,0,0,4241966.323302397,21506558.643504236
Stree,India,NA,prime,2018,7.5,34022,Movie,0,1,0,1,0,0,0,8473743.324146682,31097034.061147828
His Girl Friday,NA,NA,prime,1940,7.8,58954,Movie,0,1,1,0,1,0,0,8942970.049018117,60398658.805113494
Kaadakalam,NA,NA,prime,2021,7.7,18,Movie,0,0,1,0,0,0,0,5823460.379313832,18136459.127924535
The Last Exorcism,France,NA,prime,2010,5.7,50138,Movie,0,0,0,1,0,0,1,1800000,67738090
Tales of an American Hoodrat,NA,NA,prime,2019,6.5,37,Movie,0,1,1,0,0,0,0,7109144.55706183,8550945.111718956
Catching Faith,United States,NA,prime,2015,4.7,487,Movie,0,0,1,0,0,0,0,8013281.809772374,27097779.498051085
Videola,NA,NA,prime,2016,7.7,16,Movie,0,0,1,0,0,0,0,7189028.58130499,16338360.695453035
Bulworth,NA,NA,prime,1998,6.8,26378,Movie,0,1,1,0,1,0,0,30000000,29202884
Hasee Toh Phasee,India,NA,prime,2014,6.8,15338,Movie,0,1,0,0,1,0,0,8822033.959836042,17666848.731193516
Out of Liberty,NA,NA,prime,2019,4.5,392,Movie,0,0,1,0,0,0,0,7522633.264974162,10714683.864929242
A Mighty Heart,United States,NA,prime,2007,6.6,27713,Movie,0,0,1,0,0,0,0,16000000,18928871
The Groom Wore Spurs,NA,NA,prime,1951,5.4,354,Movie,0,1,0,0,0,0,0,9902873.901592838,50181616.87887943
Gamera vs. Guiron,NA,NA,prime,1969,4.2,2776,Movie,1,0,0,0,0,0,0,19434191.153064035,55198686.21399731
Max Bishop,NA,NA,prime,2021,4.2,131,Movie,0,1,0,0,0,0,0,9682289.555808261,20771218.641968105
Treasure Inn,NA,NA,prime,2011,5.4,375,Movie,1,1,0,0,0,0,0,10860542.369239658,23223259.383541234
The Owl and the Pussycat,NA,NA,prime,1970,6.4,4000,Movie,0,1,0,0,1,0,0,6985698.741084648,26946501.94957869
Force Majeure,Sweden,NA,prime,2014,7.2,55614,Movie,0,1,1,0,0,0,0,8174412.672891825,1359497
Honest Men,NA,NA,prime,2017,7.3,31,TV Show,0,0,1,0,0,0,0,NA,NA
The Swindlers,NA,NA,prime,2017,6.6,2070,Movie,1,0,0,0,0,0,1,11156275.972130973,30789290.19248569
The American,United States,NA,prime,1998,6.1,226,Movie,0,0,1,0,1,0,0,6961485.229394412,9283757.770572573
He Walked by Night,NA,NA,prime,1948,7.1,6089,Movie,0,0,0,0,0,0,1,6677125.873525026,40456050.23018441
Panchayat,NA,NA,prime,2020,8.9,69624,TV Show,0,1,1,0,0,0,0,NA,NA
Seed of Innocence,NA,NA,prime,1980,5.2,75,Movie,0,0,1,0,0,0,0,7582111.3840850135,14617667.085184414
New York,India,NA,prime,2009,6.8,11584,Movie,0,0,1,0,0,0,1,8049252.987743741,18342802.67302939
French Biriyani,India,NA,prime,2020,5.6,1028,Movie,0,1,0,0,0,0,0,8554653.556780357,15425458.619777212
Ruby Gloom,NA,NA,prime,2006,7.7,1179,TV Show,0,1,0,0,0,0,0,NA,NA
Asmee,NA,NA,prime,2021,6,556,Movie,0,0,1,0,0,0,1,6504995.54234964,8623946.016190736
Lured,NA,NA,prime,2019,3.9,142,Movie,0,0,0,1,0,0,0,8133081.800889045,18130053.643145606
En Manaivi,NA,NA,prime,1942,6.7,21,Movie,0,1,0,0,1,0,0,9965248.76279599,49467421.20278678
Tubelight,India,NA,prime,2017,3.9,20525,Movie,0,0,1,0,0,0,0,30326936.601225276,31673874.764943443
Mr. Reckless,NA,NA,prime,1948,5.2,105,Movie,0,0,1,0,1,0,0,10309909.143808816,57164694.36439737
The Silent Mountain,NA,NA,prime,2014,5.5,698,Movie,0,0,1,0,0,0,0,16272988.755088061,30392456.376242682
The Glass House,NA,NA,prime,1972,7.2,806,Movie,0,0,1,0,0,0,0,4451424.880901735,16702047.589262135
The Ratings Game,NA,NA,prime,1984,5.9,710,Movie,0,1,0,0,1,0,0,7683330.420692169,23385029.643414903
Kickboxer 3: The Art of War,NA,NA,prime,1992,4.1,3341,Movie,1,0,0,0,0,0,1,17574646.78150509,49295556.74148269
Punnagai Poove,NA,NA,prime,2003,5.8,35,Movie,0,0,0,0,1,0,0,8282719.590112945,18588314.100937515
